User ID ,First Name,Last Name,Branch Served,Role,First Year of Service ,Last Year of Service,Willing to meet at home,Age ,Interests ,ZIP,Max Relocation Radius ,LAT,LONG
CC1938,Carmela,Cookey,Air Force,Electricial ,1938,1952,1,102,"Adventure, Write, Food",60623,135,41.848897,-87.717661
JB1975,Junita,Brideau,Navy ,Field ,1975,1999,0,65,"Adventure, Food, Sports, Work, Movies, Music",7009,0,40.858017,-74.229784
CV1985,Claribel,Varriano,Air Force,Field ,1985,1999,1,55,"Family, Write, Music, Dog, Adventure, Travel",43551,15,41.517951,-83.572004
BS1947,Benton,Skursky,Marines,Construction Mechanic ,1947,1963,1,93,"Drink, Movies, Adventure",90248,30,33.878432,-118.284104
RB1992,Rima,Bevelacqua,Marines,Field ,1992,2000,1,48,"Food, Movies, Music, Dog, Adventure, Travel, Write",90248,75,33.878432,-118.284104
LK1950,Lizbeth,Kohl,Space Force,Design ,1950,1960,0,90,"Food, Music",90248,120,33.878432,-118.284104
DW1988,Dick,Wenzinger,Air Force,Electricial ,1988,1994,1,52,"Food, Dog, Family, Movies",90248,45,33.878432,-118.284104
HS1981,Hillary,Skulski,Army ,Design ,1981,1982,0,59,"Drink, Music, Write, Movies, Travel, Family, Dog",34448,15,28.767011,-82.625191
MB1958,Merilyn,Bayless,Coast Guard,Construction Mechanic ,1958,1980,0,82,"Sports, Write, Drink, Coffee",95054,135,37.393491,-121.96467
TE1986,Teri,Ennaco,Space Force,Electricial ,1986,2002,1,54,"Adventure, Coffee, Work, Food, Sports",18201,105,40.949038,-75.955638
ML1969,Merlyn,Lawler,Navy ,Field ,1969,1987,1,71,"Travel, Adventure, Coffee, Dog",7304,15,40.716495,-74.072593
HH1959,Helaine,Halter,Air Force,Field ,1959,1965,0,81,"Write, Travel, Movies, Family, Sports, Music, Drink",7304,90,40.716495,-74.072593
GM1979,Georgene,Montezuma,Air Force,Field ,1979,2003,1,61,"Family, Adventure, Sports",94583,60,37.75512,-121.972699
JM1985,Jettie,Mconnell,Marines,Construction Mechanic ,1985,2009,1,55,"Sports, Food, Work, Movies",8807,60,40.592434,-74.61884
PS1967,Portia,Stimmel,Space Force,Field ,1967,1991,1,73,"Work, Sports, Food, Dog",8807,150,40.592434,-74.61884
LL1978,Lemuel,Latzke,Army ,Design ,1978,1981,0,62,"Movies, Family",11716,75,40.776692,-73.134854
CC1991,Candida,Corbley,Space Force,Electricial ,1991,2002,0,49,"Music, Movies, Food, Write",8876,15,40.589554,-74.685411
KK1955,Karan,Karpin,Navy ,Field ,1955,1963,1,85,"Coffee, Movies, Sports",97005,45,45.490959,-122.803586
AS1979,Andra,Scheyer,Air Force,Field ,1979,2002,1,61,"Music, Sports, Drink, Movies, Food",97302,75,44.903103,-123.064528
FP1953,Felicidad,Poullion,Navy ,Construction Mechanic ,1953,1974,1,87,"Coffee, Music, Adventure, Drink, Family, Dog",8077,30,40.000162,-74.991632
BS1935,Belen,Strassner,Air Force,Design ,1935,1949,1,105,"Travel, Movies",30135,120,33.67052,-84.73428
GM1965,Gracia,Melnyk,Marines,Construction Mechanic ,1965,1976,1,75,Music,32216,30,30.277467,-81.582904
JH1969,Jolanda,Hanafan,Army ,Electricial ,1969,1982,1,71,"Adventure, Music, Movies, Write",4401,15,44.848517,-68.850405
GS1936,Goldie,Schirpke,Navy ,Construction Mechanic ,1936,1944,0,104,"Family, Music, Adventure, Write, Food, Work",4401,30,44.848517,-68.850405
BT1988,Barrett,Toyama,Coast Guard,Field ,1988,2012,0,52,"Drink, Work, Food, Dog, Family",76060,75,32.639649,-97.217476
HF1948,Helga,Fredicks,Space Force,Field ,1948,1961,0,92,"Dog, Music, Family, Food",14228,135,43.044371,-78.777335
AP1971,Ashlyn,Pinilla,Navy ,Construction Mechanic ,1971,1986,0,69,"Family, Dog, Music, Movies, Write, Coffee, Adventure",33054,135,25.908575,-80.265122
FA1933,Fausto,Agramonte,Air Force,Design ,1933,1957,1,107,"Drink, Sports, Movies",10038,0,40.709278,-74.002562
RC1995,Ronny,Caiafa,Marines,Construction Mechanic ,1995,2012,0,45,"Adventure, Movies",19103,90,39.952896,-75.174298
FE1941,Franklyn,Emard,Navy ,Construction Mechanic ,1941,1961,0,99,"Sports, Work, Dog, Food, Write, Movies, Adventure",19103,135,39.952896,-75.174298
ML1989,Marge,Limmel,Army ,Electricial ,1989,2008,1,51,"Sports, Adventure",32536,90,30.763783,-86.591616
NW1932,Norah,Waymire,Coast Guard,Field ,1932,1939,0,108,"Movies, Coffee, Food, Drink",94107,135,37.76046,-122.399724
AB1972,Aliza,Baltimore,Space Force,Field ,1972,1979,0,68,"Family, Work, Coffee, Movies, Sports, Travel, Dog",95132,120,37.424565,-121.748597
MP1970,Mozell,Pelkowski,Navy ,Construction Mechanic ,1970,1995,1,70,"Family, Food",94080,15,37.65549,-122.422075
VB1967,Viola,Bitsuie,Air Force,Design ,1967,1971,1,73,"Adventure, Food, Work, Sports",91325,15,34.237519,-118.517712
WK1941,Willodean,Konopacki,Air Force,Electricial ,1941,1943,0,99,"Adventure, Movies",70506,45,30.195461,-92.081305
CS1951,Cordelia,Storment,Marines,Construction Mechanic ,1951,1974,0,89,"Dog, Travel, Work",70506,90,30.195461,-92.081305
BS1944,Beckie,Silvestrini,Marines,Field ,1944,1952,0,96,"Drink, Family, Music, Adventure, Coffee",48126,90,42.32579,-83.183213
RG1933,Rebecka,Gesick,Army ,Field ,1933,1941,1,107,"Coffee, Write, Travel, Drink, Food",78754,15,30.355657,-97.644682
FB1940,Frederica,Blunk,Coast Guard,Construction Mechanic ,1940,1956,0,100,"Drink, Dog, Write, Work, Family",75207,15,32.786796,-96.819971
GB1953,Glen,Bartolet,Space Force,Design ,1953,1971,0,87,"Music, Travel, Adventure, Write, Coffee",98070,135,47.407196,-122.473322
FG1977,Freeman,Gochal,Navy ,Construction Mechanic ,1977,2001,0,63,"Music, Coffee, Travel, Dog, Drink, Write",19320,45,39.963092,-75.83203
VM1981,Vincent,Meinerding,Air Force,Electricial ,1981,1985,0,59,"Adventure, Write, Coffee, Food, Music",19143,75,39.942579,-75.225905
GS1962,Glendora,Sarbacher,Army ,Field ,1962,1983,0,78,"Coffee, Sports, Music, Dog, Adventure, Food",94928,135,38.34642,-122.694127
AS1959,Avery,Steier,Coast Guard,Construction Mechanic ,1959,1962,1,81,"Dog, Travel, Family, Coffee, Sports, Work, Food",32803,105,28.555829,-81.346291
CL1995,Cristy,Lother,Space Force,Design ,1995,2017,0,45,"Work, Dog, Travel, Music, Sports",92025,135,33.102005,-117.080419
CH1948,Clorinda,Heimann,Navy ,Construction Mechanic ,1948,1954,0,92,"Dog, Food, Music",92025,15,33.102005,-117.080419
NB1988,Nicolette,Brossart,Navy ,Construction Mechanic ,1988,1998,0,52,"Write, Adventure, Travel",1581,45,42.268426,-71.613309
VT1989,Virgina,Tegarden,Navy ,Field ,1989,2000,0,51,"Food, Coffee, Movies",53226,90,43.048954,-88.042234
TF1987,Tiera,Frankel,Air Force,Field ,1987,2003,1,53,"Family, Sports",91731,135,34.078573,-118.043456
AB1945,Alaine,Bergesen,Marines,Construction Mechanic ,1945,1966,0,95,"Drink, Adventure, Family, Coffee, Music, Sports",10701,60,40.94542,-73.880471
LG1964,Leonida,Gobern,Coast Guard,Construction Mechanic ,1964,1985,0,76,"Coffee, Music, Dog, Work, Sports, Write",39530,75,30.409826,-88.880304
RA1967,Ressie,Auffrey,Space Force,Electricial ,1967,1979,1,73,"Family, Music, Adventure, Drink, Coffee",33134,90,25.753332,-80.270379
ES1987,Eladia,Saulter,Air Force,Field ,1987,2002,1,53,"Adventure, Family, Movies, Work, Food",7446,75,41.059136,-74.145931
CM1970,Chaya,Malvin,Marines,Construction Mechanic ,1970,1973,1,70,"Dog, Sports, Travel, Movies",48103,45,42.26135,-83.846458
GS1999,Gwenn,Suffield,Army ,Design ,1999,2011,1,41,"Sports, Movies",11729,90,40.761136,-73.32526
SK1942,Salena,Karpel,Coast Guard,Construction Mechanic ,1942,1961,1,98,"Coffee, Movies, Food, Drink, Adventure, Sports",44707,120,40.761094,-81.34984
YF1997,Yoko,Fishburne,Space Force,Electricial ,1997,2005,0,43,"Coffee, Sports, Dog, Travel",6511,75,41.31703,-72.927316
TM1998,Taryn,Moyd,Navy ,Field ,1998,2011,1,42,Movies,22030,60,38.837138,-77.340466
KP1993,Katina,Polidori,Air Force,Field ,1993,2017,1,47,"Food, Travel, Music, Sports",1887,150,42.564647,-71.164516
RP1957,Rickie,Plumer,Navy ,Construction Mechanic ,1957,1969,1,83,"Music, Family, Work",43613,30,41.706245,-83.603731
AL1965,Alex,Loader,Air Force,Design ,1965,1968,1,75,"Sports, Write, Travel",98409,105,47.210957,-122.481577
LV1931,Lashon,Vizarro,Marines,Construction Mechanic ,1931,1950,1,109,"Family, Write",95661,60,38.741074,-121.247693
LB1974,Lauran,Burnard,Army ,Electricial ,1974,1999,1,66,"Drink, Music, Travel, Food, Work, Family",82501,15,43.033049,-108.206993
CS1959,Ceola,Setter,Coast Guard,Field ,1959,1979,0,81,"Travel, Food",4864,15,44.12801,-69.243885
MR1965,My,Rantanen,Space Force,Field ,1965,1990,1,75,"Drink, Family, Music",18954,60,40.225413,-74.992957
LW1994,Lorrine,Worlds,Navy ,Construction Mechanic ,1994,2017,1,46,"Travel, Sports, Music, Work",33614,105,28.004724,-82.506088
PS1957,Peggie,Sturiale,Air Force,Design ,1957,1959,0,83,"Work, Food, Dog, Coffee, Movies",92020,75,32.795508,-116.969747
VZ1949,Vincenza,Zepp,Air Force,Field ,1949,1963,1,91,"Movies, Travel",92020,120,32.795508,-116.969747
MR1962,Marvel,Raymo,Marines,Construction Mechanic ,1962,1970,0,78,"Work, Family",77840,45,30.609093,-96.325984
DD1957,Daron,Dinos,Army ,Electricial ,1957,1960,1,83,"Work, Drink, Music, Dog, Sports, Adventure",60035,30,42.185968,-87.805939
RA1979,Rhea,Aredondo,Navy ,Construction Mechanic ,1979,1996,0,61,"Food, Coffee, Sports, Movies, Dog, Work, Drink, Write, Family",11226,45,40.646448,-73.956649
BS1962,Benedict,Sama,Air Force,Design ,1962,1973,1,78,"Coffee, Sports, Dog, Work, Movies, Drink, Family",63104,0,38.611126,-90.214086
AA1998,Alyce,Arias,Navy ,Construction Mechanic ,1998,2001,0,42,"Music, Write, Travel, Movies",95207,120,38.002125,-121.324979
HB1976,Heike,Berganza,Air Force,Electricial ,1976,1979,0,64,"Work, Dog, Coffee, Write, Travel",7424,30,40.882802,-74.205713
CD1996,Carey,Dopico,Marines,Field ,1996,2009,0,44,"Music, Movies, Drink, Travel, Family, Food",46220,15,39.867114,-86.108848
DH1969,Dottie,Hellickson,Army ,Field ,1969,1986,1,71,"Movies, Adventure, Work, Family, Write, Sports, Food",98133,105,47.740485,-122.342826
DH1931,Deandrea,Hughey,Coast Guard,Construction Mechanic ,1931,1935,0,109,"Food, Coffee, Work, Travel, Sports",27215,0,36.027099,-79.491799
KD1986,Kimberlie,Duenas,Space Force,Design ,1986,2011,0,54,"Food, Write, Music, Sports",67601,90,38.876881,-99.349544
MS1996,Martina,Staback,Navy ,Construction Mechanic ,1996,2006,1,44,"Food, Travel",32822,30,28.489898,-81.290154
SF1950,Skye,Fillingim,Air Force,Electricial ,1950,1966,1,90,"Family, Dog, Sports, Music, Adventure",55401,135,44.984577,-93.269097
CH1945,Charlene,Hamilton,Army ,Field ,1945,1959,0,95,Drink,95407,135,38.3933,-122.745048
GA1977,Geoffrey,Acey,Coast Guard,Construction Mechanic ,1977,1999,0,63,"Sports, Work, Drink, Write",60067,120,42.106323,-88.064337
SW1991,Stevie,Westerbeck,Space Force,Design ,1991,2014,0,49,"Food, Travel, Music, Drink",92626,15,33.679591,-117.908531
PF1934,Pamella,Fortino,Navy ,Construction Mechanic ,1934,1950,1,106,"Movies, Adventure, Music, Write, Family, Sports, Food",80212,60,39.772047,-105.048027
HH1954,Harrison,Haufler,Air Force,Electricial ,1954,1972,0,86,"Food, Write, Adventure, Movies",6515,45,41.328039,-72.97084
JE1998,Johnna,Engelberg,Navy ,Field ,1998,2003,1,42,"Sports, Dog, Write, Travel, Work",98021,75,47.79253,-122.208207
BC1996,Buddy,Cloney,Air Force,Field ,1996,2009,0,44,"Travel, Music, Adventure",44136,150,41.311507,-81.811326
DR1988,Dalene,Riden,Marines,Construction Mechanic ,1988,2003,1,52,"Travel, Write",3865,135,42.845597,-71.09326
JZ1931,Jerry,Zurcher,Army ,Design ,1931,1939,0,109,"Travel, Food, Write, Sports, Coffee, Drink, Work",32937,30,28.178766,-80.60177
HD1999,Haydee,Denooyer,Coast Guard,Construction Mechanic ,1999,2015,1,41,"Movies, Write, Sports, Dog, Coffee, Travel",10016,105,40.745224,-73.978297
JC1950,Jess,Chaffins,Marines,Field ,1950,1952,1,90,"Work, Food",10016,90,40.745224,-73.978297
JC1936,Joseph,Cryer,Space Force,Electricial ,1936,1938,0,104,"Food, Movies, Dog, Work, Sports, Adventure",92647,30,33.723228,-118.008692
DK1941,Deonna,Kippley,Navy ,Field ,1941,1954,0,99,"Music, Drink, Dog, Travel, Food",48075,105,42.462064,-83.230398
RC1980,Raymon,Calvaresi,Air Force,Field ,1980,1984,1,60,"Write, Dog, Travel, Work, Family, Sports, Food",46222,135,39.790968,-86.21526
AB1954,Alecia,Bubash,Marines,Construction Mechanic ,1954,1971,1,86,"Family, Adventure, Dog, Drink, Movies, Work",76301,0,33.905559,-98.479935
ML1946,Ma,Layous,Army ,Design ,1946,1971,1,94,"Drink, Dog, Work, Food, Movies, Adventure",6473,135,41.381459,-72.856369
DC1949,Detra,Coyier,Coast Guard,Construction Mechanic ,1949,1951,0,91,"Movies, Dog, Travel, Food, Drink, Write, Work",21001,30,39.503056,-76.202096
TR1956,Terrilyn,Rodeigues,Space Force,Electricial ,1956,1971,0,84,"Work, Dog, Family, Drink, Adventure, Coffee",70130,90,29.937353,-90.069648
SL1980,Salome,Lacovara,Navy ,Field ,1980,1997,0,60,"Write, Dog",23219,120,37.539769,-77.435528
JD1968,Jerry,Dallen,Space Force,Field ,1968,1977,1,72,"Music, Family, Write, Coffee, Sports",23219,90,37.539769,-77.435528
GK1992,Garry,Keetch,Air Force,Field ,1992,2016,0,48,"Sports, Dog",18966,105,40.188468,-75.009898
MN1976,Matthew,Neither,Navy ,Construction Mechanic ,1976,1982,1,64,"Work, Adventure, Drink",55379,135,44.753976,-93.514608
TR1994,Theodora,Restrepo,Air Force,Design ,1994,2004,0,46,"Dog, Drink, Family, Sports",33136,150,25.787182,-80.204722
NK1958,Noah,Kalafatis,Marines,Construction Mechanic ,1958,1974,1,82,"Dog, Music, Movies, Food, Write, Family",53209,75,43.12778,-87.949473
CS1932,Carmen,Sweigard,Army ,Electricial ,1932,1947,1,108,"Travel, Family, Adventure, Sports, Dog",8873,120,40.496619,-74.532009
LH1963,Lavonda,Hengel,Coast Guard,Field ,1963,1989,0,77,"Sports, Family, Movies, Drink, Adventure, Dog",58102,15,46.927094,-96.834703
JS1975,Junita,Stoltzman,Space Force,Field ,1975,1990,1,65,"Family, Movies",89701,120,39.129024,-119.725281
HN1983,Herminia,Nicolozakes,Navy ,Construction Mechanic ,1983,2008,0,57,"Adventure, Sports",85254,30,33.615485,-111.952235
RM1935,Reena,Maisto,Marines,Construction Mechanic ,1935,1958,1,105,"Write, Drink, Travel",21801,45,38.3823,-75.639576
MM1981,Mirta,Mallett,Army ,Electricial ,1981,1988,1,59,"Movies, Write, Adventure, Dog, Family, Travel, Work",10004,30,40.68863,-74.018244
CP1975,Cathrine,Pontoriero,Coast Guard,Field ,1975,1990,1,65,"Family, Adventure",79109,120,35.166416,-101.886423
FT1965,Filiberto,Tawil,Space Force,Field ,1965,1984,1,75,"Write, Movies, Food, Travel",90016,60,34.028331,-118.354338
RU1986,Raul,Upthegrove,Navy ,Construction Mechanic ,1986,1993,0,54,"Family, Dog",91942,120,32.777999,-117.021511
BM1971,Brett,Mccullan,Coast Guard,Construction Mechanic ,1971,1993,1,69,"Sports, Work, Write, Adventure, Dog",91942,15,32.777999,-117.021511
SC1981,Sarah,Candlish,Air Force,Design ,1981,1984,1,59,"Sports, Drink",30328,15,33.932538,-84.385947
RM1959,Renea,Monterrubio,Marines,Field ,1959,1967,0,81,"Food, Music, Drink",30328,90,33.932538,-84.385947
JA1990,Judy,Aquas,Air Force,Electricial ,1990,1995,0,50,"Travel, Family",49120,15,41.832805,-86.230825
YT1972,Yvonne,Tjepkema,Marines,Field ,1972,1981,1,68,"Food, Travel, Movies, Family",7004,105,40.882508,-74.304593
KL1978,Kayleigh,Lace,Army ,Field ,1978,1990,0,62,"Write, Food, Sports, Movies, Family",70508,120,30.155238,-92.028225
FH1949,Felix,Hirpara,Coast Guard,Construction Mechanic ,1949,1955,1,91,"Adventure, Sports, Write, Coffee, Dog",17517,120,40.244751,-76.132881
TS1953,Tresa,Sweely,Space Force,Design ,1953,1958,0,87,"Adventure, Coffee, Movies, Music, Food",63088,15,38.54962,-90.499888
KT1973,Kristeen,Turinetti,Navy ,Construction Mechanic ,1973,1974,0,67,"Family, Coffee, Sports, Adventure, Drink, Food, Dog",76013,75,32.719328,-97.155028
JR1985,Jenelle,Regusters,Air Force,Electricial ,1985,2008,0,55,"Food, Family, Adventure",33619,75,27.935372,-82.37869
OM1983,Olive,Matuszak,Army ,Field ,1983,1997,1,57,"Family, Travel, Movies",92234,105,33.818256,-116.466743
LR1945,Ligia,Reiber,Coast Guard,Construction Mechanic ,1945,1960,0,95,"Travel, Family, Music, Sports",48933,75,42.731996,-84.554683
CE1953,Christiane,Eschberger,Space Force,Design ,1953,1967,0,87,"Drink, Travel, Adventure, Work, Music, Dog",85034,30,33.42958,-112.014097
LT1944,Loreta,Timenez,Air Force,Electricial ,1944,1964,1,96,"Drink, Coffee, Adventure",20735,90,38.750917,-76.902669
FH1991,Fabiola,Hauenstein,Navy ,Field ,1991,1996,0,49,"Drink, Sports",17404,75,40.002612,-76.773548
AP1970,Amie,Perigo,Air Force,Field ,1970,1989,0,70,"Family, Food, Sports, Write",75150,0,32.817399,-96.630416
RB1974,Raina,Brachle,Marines,Construction Mechanic ,1974,1984,1,66,"Drink, Dog",59701,30,46.035043,-112.47572
EC1945,Erinn,Canlas,Army ,Design ,1945,1958,0,95,"Work, Food, Travel, Adventure",7039,15,40.785828,-74.3291
CL1991,Cherry,Lietz,Coast Guard,Construction Mechanic ,1991,1992,0,49,"Music, Coffee, Adventure",48329,75,42.687016,-83.388622
KV1987,Kattie,Vonasek,Space Force,Electricial ,1987,2007,0,53,"Coffee, Sports, Drink",44103,135,41.519415,-81.642123
AN1987,Adelina,Nabours,Army ,Electricial ,1987,1989,0,53,"Dog, Family, Music, Travel, Sports",44103,45,41.519415,-81.642123
LS1959,Lilli,Scriven,Navy ,Field ,1959,1980,0,81,Family,79601,135,32.576489,-99.665323
WT1995,Whitley,Tomasulo,Air Force,Field ,1995,2009,1,45,"Drink, Work, Movies, Dog, Family, Coffee",76107,60,32.742058,-97.38173
BA1991,Barbra,Adkin,Marines,Construction Mechanic ,1991,2007,0,49,"Food, Adventure, Travel, Work, Coffee, Family",11230,45,40.622164,-73.965105
HT1960,Hermila,Thyberg,Army ,Design ,1960,1968,1,80,"Coffee, Family, Movies, Sports, Travel",2903,105,41.81823,-71.409088
JF1990,Jesusita,Flister,Coast Guard,Construction Mechanic ,1990,1998,0,50,"Travel, Family, Drink, Food, Coffee, Write, Movies",17601,15,40.074241,-76.314914
CJ1965,Caitlin,Julia,Space Force,Electricial ,1965,1971,0,75,"Adventure, Drink, Coffee, Food",2919,45,41.82744,-71.519879
RH1962,Roosevelt,Hoffis,Navy ,Field ,1962,1986,0,78,"Food, Movies, Write",33014,15,25.9031,-80.302654
FB1978,France,Buzick,Air Force,Design ,1978,1988,0,62,"Movies, Food, Write, Sports, Drink",11219,105,40.632667,-73.996669
JF1984,Justine,Ferrario,Marines,Construction Mechanic ,1984,2010,0,56,"Sports, Food, Movies, Family, Travel",91768,60,34.063516,-117.790379
DD1995,Derick,Dhamer,Coast Guard,Field ,1995,2010,0,45,"Music, Movies, Family, Sports",10013,30,40.720103,-74.004903
CD1965,Cyril,Daufeldt,Navy ,Construction Mechanic ,1965,1967,0,75,"Work, Dog, Sports, Write, Family",10013,120,40.720103,-74.004903
LR1962,Leota,Ragel,Navy ,Construction Mechanic ,1962,1977,1,78,"Dog, Music, Work, Movies, Food",30753,105,34.58228,-85.2858
JA1931,Jutta,Amyot,Air Force,Design ,1931,1944,1,109,"Work, Food, Dog, Drink, Travel",70518,105,30.134781,-91.927467
AG1942,Aja,Gehrett,Marines,Construction Mechanic ,1942,1960,0,98,"Sports, Family, Music, Write, Food, Adventure",7110,120,40.820616,-74.15625
KH1985,Kirk,Herritt,Army ,Electricial ,1985,1989,1,55,"Drink, Travel, Write, Adventure",13850,150,42.049395,-76.017594
LM1983,Leonora,Mauson,Coast Guard,Field ,1983,1992,1,57,"Music, Work, Dog, Adventure, Travel, Sports",7055,90,40.856413,-74.12694
WB1946,Winfred,Brucato,Space Force,Field ,1946,1949,1,94,"Food, Drink, Coffee, Sports, Music, Travel, Adventure",83843,120,46.722245,-116.940158
CL1938,Corinne,Loder,Air Force,Design ,1938,1958,1,102,"Work, Family, Coffee, Movies, Food, Travel, Adventure",2760,150,41.972509,-71.334397
DL1945,Dulce,Labreche,Navy ,Construction Mechanic ,1945,1963,0,95,"Family, Dog, Movies, Work, Coffee, Write, Sports",48307,15,42.659316,-83.122679
KK1968,Kate,Keneipp,Air Force,Electricial ,1968,1972,0,72,"Travel, Drink, Movies, Write",54301,120,44.480778,-88.016063
KO1933,Kaitlyn,Ogg,Marines,Field ,1933,1937,0,107,"Dog, Work",21230,75,39.26613,-76.623803
LS1990,Lashawnda,Stuer,Coast Guard,Construction Mechanic ,1990,2016,1,50,"Drink, Family, Adventure, Sports, Food, Movies",43607,30,41.648634,-83.604132
ES1937,Ernest,Syrop,Space Force,Design ,1937,1959,1,103,"Adventure, Work",20785,150,38.918291,-76.881948
NH1981,Nobuko,Halsey,Navy ,Construction Mechanic ,1981,1995,0,59,"Food, Coffee, Music, Adventure, Work, Drink",2745,30,41.700737,-70.950546
LL1964,Lashaunda,Lizama,Marines,Field ,1964,1990,0,76,"Food, Drink, Adventure, Family, Travel",21076,135,39.168512,-76.716355
MB1973,Mariann,Bilden,Army ,Field ,1973,1995,0,67,"Work, Music, Food, Sports, Coffee, Travel",78753,135,30.382462,-97.673473
HR1941,Helene,Rodenberger,Coast Guard,Construction Mechanic ,1941,1955,0,99,"Coffee, Drink, Music",85381,75,33.609172,-112.230381
RE1989,Roselle,Estell,Space Force,Design ,1989,2007,1,51,"Coffee, Dog, Travel, Food, Drink, Write",44820,105,40.817184,-82.974036
SH1957,Samira,Heintzman,Navy ,Construction Mechanic ,1957,1962,0,83,"Sports, Adventure, Movies, Drink, Food",98032,45,47.391942,-122.257192
MM1994,Margart,Meisel,Air Force,Electricial ,1994,2015,0,46,"Music, Adventure, Travel, Sports",45251,30,39.27464,-84.597876
KB1951,Kristofer,Bennick,Navy ,Field ,1951,1961,1,89,"Adventure, Sports, Family, Movies",47404,105,39.219531,-86.591196
WA1937,Weldon,Acuff,Air Force,Field ,1937,1942,0,103,"Movies, Work, Adventure, Write",60004,0,42.11278,-87.979542
SS1972,Shalon,Shadrick,Marines,Construction Mechanic ,1972,1998,1,68,"Travel, Music, Dog",11223,15,40.597139,-73.973428
DP1963,Denise,Patak,Army ,Design ,1963,1965,0,77,"Movies, Coffee, Drink, Write",32801,45,28.541774,-81.374351
LB1953,Louvenia,Beech,Coast Guard,Construction Mechanic ,1953,1955,1,87,"Coffee, Dog",90210,30,34.100517,-118.414712
AY1985,Audry,Yaw,Space Force,Electricial ,1985,1995,0,55,"Travel, Write, Drink, Work, Adventure",33511,120,27.909778,-82.295738
KE1955,Kristel,Ehmann,Navy ,Field ,1955,1974,1,85,"Family, Sports, Coffee, Music, Write, Dog, Travel",79925,90,31.79695,-106.35688
EG1946,Elouise,Gwalthney,Marines,Construction Mechanic ,1946,1951,1,94,"Food, Drink",20710,120,38.942368,-76.92591
VM1965,Venita,Maillard,Army ,Design ,1965,1974,1,75,"Food, Travel, Movies, Adventure",92801,150,33.844983,-117.952151
KS1953,Kasandra,Semidey,Coast Guard,Construction Mechanic ,1953,1969,0,87,"Sports, Adventure, Family, Food, Write",63102,75,38.635181,-90.187001
ML1959,Maile,Linahan,Navy ,Field ,1959,1976,0,81,"Travel, Music, Write, Food, Coffee, Work",27409,0,36.103729,-79.93983
KR1968,Krissy,Rauser,Air Force,Field ,1968,1983,1,72,"Drink, Music, Movies, Dog",11727,105,40.88206,-73.004009
PD1984,Pete,Dubaldi,Navy ,Construction Mechanic ,1984,2001,0,56,"Write, Family, Food, Sports, Dog",7071,105,40.798004,-74.11325
LP1958,Linn,Paa,Air Force,Design ,1958,1975,0,82,"Music, Work, Travel",38112,45,35.147662,-89.976392
BR1966,Bernardine,Rodefer,Space Force,Field ,1966,1978,1,74,"Work, Write, Adventure, Movies, Coffee, Food, Sports",38112,120,35.147662,-89.976392
PW1943,Paris,Wide,Marines,Construction Mechanic ,1943,1964,0,97,"Dog, Work, Write, Sports, Drink",30342,150,33.882179,-84.375289
WD1993,Wynell,Dorshorst,Army ,Electricial ,1993,2003,1,47,"Music, Family, Write, Food, Drink",94044,105,37.606627,-122.477211
RK1940,Regenia,Kannady,Space Force,Field ,1940,1954,1,100,"Drink, Music, Coffee, Adventure, Travel, Family",85260,105,33.610739,-111.891472
SL1949,Sheron,Louissant,Navy ,Construction Mechanic ,1949,1950,1,91,"Music, Food, Sports, Travel, Drink",11101,15,40.747155,-73.93975
IF1972,Izetta,Funnell,Air Force,Design ,1972,1983,1,68,"Movies, Write, Sports, Travel, Adventure",30340,60,33.897873,-84.252804
RB1990,Rodolfo,Butzen,Marines,Construction Mechanic ,1990,2015,1,50,"Sports, Write, Coffee, Work, Food",55057,15,44.470457,-93.176125
ZC1965,Zona,Colla,Army ,Electricial ,1965,1979,0,75,"Coffee, Food, Movies, Travel, Family",6854,60,41.08391,-73.426615
SZ1964,Serina,Zagen,Coast Guard,Field ,1964,1976,1,76,"Family, Write, Music",46802,60,41.069304,-85.16516
PS1962,Paz,Sahagun,Space Force,Field ,1962,1986,0,78,"Adventure, Dog, Coffee, Music, Work, Travel, Food",39307,90,32.334866,-88.796844
ML1956,Markus,Lukasik,Navy ,Construction Mechanic ,1956,1962,0,84,"Travel, Music, Sports, Write, Work, Adventure",48310,15,42.563435,-83.068397
JB1964,Jaclyn,Bachman,Air Force,Design ,1964,1975,0,76,"Adventure, Sports",80919,90,38.928208,-104.852626
EN1953,Erick,Nievas,Marines,Field ,1953,1962,0,87,"Coffee, Travel, Music",60624,135,41.880504,-87.724444
JD1993,Jennie,Drymon,Army ,Field ,1993,2005,0,47,"Coffee, Sports, Travel, Dog",18509,45,41.430836,-75.642907
MS1962,Mitsue,Scipione,Coast Guard,Construction Mechanic ,1962,1970,1,78,"Travel, Coffee, Movies, Sports",95965,120,39.593945,-121.581363
CV1991,Ciara,Ventura,Space Force,Design ,1991,1993,1,49,"Music, Dog",12771,45,41.37438,-74.624279
GC1989,Galen,Cantres,Navy ,Construction Mechanic ,1989,2013,1,51,"Adventure, Write",44142,75,41.399662,-81.834332
TF1961,Truman,Feichtner,Air Force,Electricial ,1961,1962,0,79,"Family, Coffee, Work",7003,150,40.809128,-74.187155
DS1937,Dalene,Schoeneck,Army ,Field ,1937,1958,0,103,"Write, Adventure, Food, Travel, Drink, Movies, Work, Coffee",19102,105,39.952783,-75.165586
